28.524,77.23,3,"October 31st 2017, 05:19:27.000"
28.524,77.23,3,"October 31st 2017, 16:45:10.000"
28.533,77.232,1,"October 31st 2017, 10:39:57.000"
28.533,77.232,4,"October 31st 2017, 16:50:40.000"
28.54,77.232,3,"October 31st 2017, 09:41:02.000"
28.54,77.232,6,"October 31st 2017, 16:07:55.000"
28.553,77.228,4,"October 31st 2017, 16:02:25.000"
28.553,77.228,5,"October 31st 2017, 16:58:25.000"
28.553,77.228,5,"October 31st 2017, 04:39:58.000"
28.554,77.228,3,"October 31st 2017, 16:02:05.000"
28.554,77.228,6,"October 31st 2017, 09:35:32.000"
28.563,77.233,3,"October 31st 2017, 09:27:22.000"
28.563,77.233,0,"October 31st 2017, 19:34:00.000"
28.563,77.233,9,"October 31st 2017, 10:57:37.000"
28.563,77.233,4,"October 31st 2017, 15:56:10.000"
28.584,77.241,2.5,"October 31st 2017, 17:10:05.000"
28.608,77.24,2,"October 31st 2017, 17:19:30.000"
28.609,77.24,5,"October 31st 2017, 19:17:23.000"
28.609,77.24,7,"October 31st 2017, 09:17:47.000"
28.609,77.24,6,"October 31st 2017, 15:41:05.000"
28.609,77.24,0,"October 31st 2017, 21:09:57.000"
28.609,77.24,0,"October 31st 2017, 05:36:39.000"
28.61,77.24,0,"October 31st 2017, 09:16:38.000"
28.624,77.241,0,"October 31st 2017, 08:15:36.000"
28.628,77.241,2,"October 31st 2017, 19:00:23.000"
28.639,77.253,3,"October 31st 2017, 14:23:06.000"
28.639,77.252,10,"October 31st 2017, 04:05:43.000"
28.639,77.254,2,"October 31st 2017, 11:30:45.000"
28.639,77.254,4,"October 31st 2017, 04:05:28.000"
28.639,77.253,4,"October 31st 2017, 11:30:20.000"
28.639,77.241,10,"October 31st 2017, 04:26:33.000"
28.639,77.253,4,"October 31st 2017, 21:48:10.000"
28.64,77.241,8,"October 31st 2017, 04:26:23.000"
28.64,77.246,8,"October 31st 2017, 04:08:18.000"
28.64,77.246,5,"October 31st 2017, 14:26:41.000"
28.64,77.256,3,"October 31st 2017, 14:20:46.000"
28.64,77.256,3,"October 31st 2017, 14:20:36.000"
28.64,77.256,6,"October 31st 2017, 21:49:55.000"
28.64,77.257,1,"October 31st 2017, 13:35:54.000"
28.64,77.241,8,"October 31st 2017, 05:46:01.000"
28.641,77.256,0,"October 31st 2017, 11:34:30.000"
28.641,77.257,3,"October 31st 2017, 02:10:21.000"
28.644,77.24,2,"October 31st 2017, 08:25:02.000"
28.644,77.24,6,"October 31st 2017, 09:03:22.000"
28.645,77.24,0,"October 31st 2017, 04:24:34.000"
28.646,77.24,0,"October 31st 2017, 05:47:19.000"
28.648,77.24,3,"October 31st 2017, 21:41:00.000"
28.648,77.24,2,"October 31st 2017, 18:44:38.000"
28.655,77.237,6,"October 31st 2017, 15:15:10.000"
28.656,77.237,2,"October 31st 2017, 17:44:28.000"
28.656,77.237,4,"October 31st 2017, 18:41:23.000"
28.658,77.232,5,"October 31st 2017, 04:14:28.000"
28.658,77.237,10,"October 31st 2017, 04:12:28.000"
28.658,77.232,3,"October 31st 2017, 04:15:18.000"
28.658,77.232,0,"October 31st 2017, 17:54:41.000"
28.658,77.232,7,"October 31st 2017, 04:15:28.000"
28.66,77.232,6,"October 31st 2017, 21:31:35.000"
28.66,77.231,1,"October 31st 2017, 06:33:06.000"
28.66,77.233,8,"October 31st 2017, 17:49:23.000"
